,"Most similar countries to coresponding (topic, country) pair"
plate_United Kingdom,"[('Italy', 0.967), ('South Africa', 0.966), ('Spain', 0.964), ('Turkey', 0.963), ('Argentina', 0.963), ('Mexico', 0.963), ('Romania', 0.962), ('Colombia', 0.951), ('Japan', 0.949), ('South Korea', 0.942), ('Netherlands', 0.935), ('Thailand', 0.934), ('United Arab Emirates', 0.932), ('Philippines', 0.93), ('Egypt', 0.929), ('Saudi Arabia', 0.928), ('Indonesia', 0.92), ('Nigeria', 0.904), ('China', 0.897), ('Brazil', 0.878), ('United States', 0.861), ('Pakistan', 0.848), ('India', 0.833), ('Serbia', 0.82), ('Vietnam', 0.779), ('Cambodia', 0.778), ('Tunisia', 0.771), ('Cameroon', 0.766), ('Nepal', 0.765), ('Bangladesh', 0.75), ('Myanmar', 0.706), ('Malawi', 0.701)]"
plate_South Africa,"[('United Kingdom', 0.966), ('Mexico', 0.965), ('Argentina', 0.962), ('Colombia', 0.961), ('Spain', 0.961), ('Turkey', 0.96), ('Italy', 0.959), ('Philippines', 0.956), ('Nigeria', 0.954), ('Indonesia', 0.948), ('United Arab Emirates', 0.948), ('Romania', 0.947), ('Egypt', 0.947), ('Saudi Arabia', 0.945), ('Thailand', 0.938), ('Japan', 0.935), ('South Korea', 0.93), ('Netherlands', 0.915), ('China', 0.879), ('Brazil', 0.879), ('Pakistan', 0.877), ('India', 0.846), ('United States', 0.831), ('Cameroon', 0.81), ('Serbia', 0.805), ('Tunisia', 0.782), ('Nepal', 0.779), ('Cambodia', 0.775), ('Vietnam', 0.775), ('Bangladesh', 0.762), ('Malawi', 0.716), ('Myanmar', 0.711)]"
plate_Colombia,"[('Spain', 0.974), ('Mexico', 0.973), ('Turkey', 0.967), ('Philippines', 0.966), ('Romania', 0.963), ('Argentina', 0.963), ('South Africa', 0.961), ('Italy', 0.959), ('Indonesia', 0.959), ('Egypt', 0.958), ('United Kingdom', 0.951), ('Thailand', 0.95), ('South Korea', 0.949), ('United Arab Emirates', 0.947), ('Netherlands', 0.945), ('Japan', 0.943), ('Nigeria', 0.941), ('Brazil', 0.941), ('Saudi Arabia', 0.939), ('Pakistan', 0.926), ('China', 0.925), ('India', 0.909), ('United States', 0.894), ('Serbia', 0.877), ('Cameroon', 0.868), ('Vietnam', 0.862), ('Cambodia', 0.852), ('Tunisia', 0.85), ('Nepal', 0.838), ('Bangladesh', 0.835), ('Myanmar', 0.791), ('Malawi', 0.777)]"
plate_Philippines,"[('Indonesia', 0.981), ('Thailand', 0.968), ('Colombia', 0.966), ('South Africa', 0.956), ('Spain', 0.956), ('South Korea', 0.955), ('Mexico', 0.955), ('Egypt', 0.954), ('Nigeria', 0.952), ('Turkey', 0.951), ('Japan', 0.949), ('United Arab Emirates', 0.943), ('Italy', 0.942), ('Argentina', 0.941), ('Romania', 0.939), ('Saudi Arabia', 0.933), ('United Kingdom', 0.93), ('China', 0.927), ('Brazil', 0.913), ('Pakistan', 0.912), ('Netherlands', 0.904), ('India', 0.892), ('Cambodia', 0.864), ('Vietnam', 0.861), ('Cameroon', 0.859), ('United States', 0.855), ('Serbia', 0.844), ('Nepal', 0.841), ('Tunisia', 0.836), ('Bangladesh', 0.836), ('Myanmar', 0.803), ('Malawi', 0.775)]"
plate_Egypt,"[('Indonesia', 0.975), ('Turkey', 0.971), ('Saudi Arabia', 0.968), ('United Arab Emirates', 0.965), ('Colombia', 0.958), ('Spain', 0.957), ('Argentina', 0.957), ('Romania', 0.956), ('Mexico', 0.956), ('Italy', 0.954), ('Philippines', 0.954), ('Nigeria', 0.95), ('South Africa', 0.947), ('South Korea', 0.943), ('Thailand', 0.935), ('Japan', 0.933), ('United Kingdom', 0.929), ('Pakistan', 0.925), ('China', 0.919), ('India', 0.894), ('Netherlands', 0.89), ('Brazil', 0.888), ('Cameroon', 0.856), ('United States', 0.835), ('Tunisia', 0.829), ('Cambodia', 0.824), ('Nepal', 0.823), ('Serbia', 0.82), ('Bangladesh', 0.81), ('Vietnam', 0.809), ('Malawi', 0.763), ('Myanmar', 0.753)]"
plate_Nigeria,"[('Indonesia', 0.963), ('South Africa', 0.954), ('Philippines', 0.952), ('Egypt', 0.95), ('United Arab Emirates', 0.947), ('Colombia', 0.941), ('Turkey', 0.938), ('Thailand', 0.938), ('Mexico', 0.932), ('Saudi Arabia', 0.93), ('Spain', 0.926), ('Argentina', 0.926), ('Italy', 0.921), ('South Korea', 0.92), ('Romania', 0.909), ('Pakistan', 0.907), ('Japan', 0.906), ('United Kingdom', 0.904), ('China', 0.89), ('India', 0.88), ('Brazil', 0.864), ('Cameroon', 0.861), ('Netherlands', 0.857), ('Nepal', 0.838), ('Tunisia', 0.831), ('Bangladesh', 0.82), ('Cambodia', 0.809), ('Vietnam', 0.805), ('United States', 0.794), ('Malawi', 0.791), ('Serbia', 0.784), ('Myanmar', 0.771)]"
plate_Indonesia,"[('Philippines', 0.981), ('Egypt', 0.975), ('Thailand', 0.965), ('Nigeria', 0.963), ('Colombia', 0.959), ('Turkey', 0.959), ('Spain', 0.952), ('South Korea', 0.952), ('United Arab Emirates', 0.952), ('Saudi Arabia', 0.95), ('South Africa', 0.948), ('Mexico', 0.948), ('Argentina', 0.946), ('Italy', 0.944), ('Romania', 0.941), ('Japan', 0.941), ('China', 0.93), ('United Kingdom', 0.92), ('Pakistan', 0.92), ('India', 0.896), ('Brazil', 0.892), ('Netherlands', 0.883), ('Cameroon', 0.867), ('Cambodia', 0.854), ('Vietnam', 0.847), ('Nepal', 0.839), ('Tunisia', 0.837), ('Bangladesh', 0.834), ('United States', 0.825), ('Serbia', 0.818), ('Myanmar', 0.796), ('Malawi', 0.781)]"
plate_Argentina,"[('Turkey', 0.98), ('Mexico', 0.979), ('Spain', 0.978), ('Italy', 0.976), ('Romania', 0.974), ('Colombia', 0.963), ('United Kingdom', 0.963), ('South Africa', 0.962), ('Egypt', 0.957), ('Saudi Arabia', 0.955), ('United Arab Emirates', 0.949), ('Japan', 0.949), ('Indonesia', 0.946), ('South Korea', 0.943), ('Philippines', 0.941), ('Thailand', 0.937), ('Netherlands', 0.928), ('Nigeria', 0.926), ('China', 0.895), ('Brazil', 0.89), ('Pakistan', 0.878), ('India', 0.854), ('United States', 0.846), ('Serbia', 0.816), ('Cameroon', 0.795), ('Tunisia', 0.791), ('Cambodia', 0.787), ('Vietnam', 0.781), ('Nepal', 0.781), ('Bangladesh', 0.768), ('Malawi', 0.722), ('Myanmar', 0.715)]"
plate_Thailand,"[('South Korea', 0.97), ('Philippines', 0.968), ('Indonesia', 0.965), ('Japan', 0.961), ('Turkey', 0.955), ('Spain', 0.951), ('Colombia', 0.95), ('China', 0.95), ('Mexico', 0.949), ('Italy', 0.946), ('United Arab Emirates', 0.946), ('South Africa', 0.938), ('Nigeria', 0.938), ('Romania', 0.937), ('Argentina', 0.937), ('Egypt', 0.935), ('United Kingdom', 0.934), ('Saudi Arabia', 0.92), ('Netherlands', 0.894), ('Brazil', 0.879), ('Pakistan', 0.876), ('India', 0.858), ('Cambodia', 0.857), ('Vietnam', 0.849), ('United States', 0.826), ('Serbia', 0.816), ('Nepal', 0.814), ('Tunisia', 0.813), ('Bangladesh', 0.808), ('Cameroon', 0.807), ('Myanmar', 0.784), ('Malawi', 0.744)]"
plate_China,"[('South Korea', 0.951), ('Thailand', 0.95), ('Japan', 0.938), ('Indonesia', 0.93), ('Philippines', 0.927), ('Colombia', 0.925), ('Turkey', 0.923), ('Spain', 0.922), ('Egypt', 0.919), ('Romania', 0.915), ('Mexico', 0.915), ('Italy', 0.912), ('United Arab Emirates', 0.907), ('Vietnam', 0.905), ('United Kingdom', 0.897), ('Brazil', 0.897), ('Argentina', 0.895), ('India', 0.894), ('Nigeria', 0.89), ('Saudi Arabia', 0.888), ('Pakistan', 0.888), ('Cambodia', 0.884), ('Netherlands', 0.881), ('South Africa', 0.879), ('United States', 0.862), ('Serbia', 0.862), ('Tunisia', 0.857), ('Nepal', 0.854), ('Bangladesh', 0.84), ('Cameroon', 0.826), ('Myanmar', 0.823), ('Malawi', 0.801)]"
plate_Saudi Arabia,"[('Egypt', 0.968), ('Turkey', 0.963), ('Argentina', 0.955), ('United Arab Emirates', 0.955), ('Spain', 0.952), ('Mexico', 0.952), ('Indonesia', 0.95), ('Romania', 0.948), ('Italy', 0.946), ('South Africa', 0.945), ('Colombia', 0.939), ('South Korea', 0.936), ('Philippines', 0.933), ('Japan', 0.931), ('Nigeria', 0.93), ('United Kingdom', 0.928), ('Thailand', 0.92), ('China', 0.888), ('Pakistan', 0.886), ('Netherlands', 0.886), ('Brazil', 0.868), ('India', 0.854), ('United States', 0.825), ('Cameroon', 0.805), ('Tunisia', 0.796), ('Serbia', 0.794), ('Nepal', 0.788), ('Cambodia', 0.785), ('Bangladesh', 0.771), ('Vietnam', 0.77), ('Malawi', 0.726), ('Myanmar', 0.714)]"
plate_Brazil,"[('United States', 0.953), ('Serbia', 0.947), ('Colombia', 0.941), ('Spain', 0.918), ('Netherlands', 0.918), ('India', 0.914), ('Philippines', 0.913), ('Mexico', 0.913), ('Romania', 0.905), ('Pakistan', 0.904), ('China', 0.897), ('Cambodia', 0.897), ('Vietnam', 0.897), ('Tunisia', 0.896), ('Indonesia', 0.892), ('Turkey', 0.891), ('Argentina', 0.89), ('South Korea', 0.889), ('Egypt', 0.888), ('Italy', 0.885), ('Cameroon', 0.884), ('South Africa', 0.879), ('Thailand', 0.879), ('United Kingdom', 0.878), ('Japan', 0.869), ('Saudi Arabia', 0.868), ('Bangladesh', 0.865), ('United Arab Emirates', 0.865), ('Nigeria', 0.864), ('Nepal', 0.862), ('Myanmar', 0.826), ('Malawi', 0.809)]"
plate_United Arab Emirates,"[('Egypt', 0.965), ('Turkey', 0.959), ('Saudi Arabia', 0.955), ('Spain', 0.952), ('Indonesia', 0.952), ('Argentina', 0.949), ('South Africa', 0.948), ('Mexico', 0.948), ('Colombia', 0.947), ('Nigeria', 0.947), ('Thailand', 0.946), ('Italy', 0.944), ('Philippines', 0.943), ('Romania', 0.941), ('South Korea', 0.94), ('Japan', 0.934), ('United Kingdom', 0.932), ('China', 0.907), ('Pakistan', 0.897), ('Netherlands', 0.886), ('India', 0.87), ('Brazil', 0.865), ('United States', 0.816), ('Nepal', 0.805), ('Cameroon', 0.804), ('Serbia', 0.799), ('Tunisia', 0.798), ('Cambodia', 0.793), ('Bangladesh', 0.785), ('Vietnam', 0.779), ('Myanmar', 0.724), ('Malawi', 0.723)]"
plate_India,"[('Pakistan', 0.943), ('Nepal', 0.942), ('Bangladesh', 0.926), ('Tunisia', 0.92), ('Brazil', 0.914), ('Colombia', 0.909), ('Cameroon', 0.902), ('Vietnam', 0.9), ('Indonesia', 0.896), ('China', 0.894), ('Egypt', 0.894), ('Philippines', 0.892), ('Serbia', 0.883), ('Nigeria', 0.88), ('Cambodia', 0.879), ('United States', 0.877), ('Myanmar', 0.875), ('Spain', 0.87), ('United Arab Emirates', 0.87), ('Mexico', 0.87), ('Malawi', 0.869), ('South Korea', 0.868), ('Turkey', 0.862), ('Romania', 0.862), ('Thailand', 0.858), ('Netherlands', 0.856), ('Argentina', 0.854), ('Saudi Arabia', 0.854), ('South Africa', 0.846), ('Italy', 0.843), ('Japan', 0.838), ('United Kingdom', 0.833)]"
plate_Nepal,"[('Bangladesh', 0.963), ('India', 0.942), ('Myanmar', 0.939), ('Tunisia', 0.931), ('Malawi', 0.918), ('Cambodia', 0.903), ('Vietnam', 0.881), ('Pakistan', 0.865), ('Brazil', 0.862), ('China', 0.854), ('Serbia', 0.853), ('Cameroon', 0.843), ('Philippines', 0.841), ('Indonesia', 0.839), ('Colombia', 0.838), ('Nigeria', 0.838), ('Egypt', 0.823), ('United States', 0.82), ('South Korea', 0.818), ('Thailand', 0.814), ('Spain', 0.805), ('United Arab Emirates', 0.805), ('Mexico', 0.804), ('Turkey', 0.8), ('Romania', 0.796), ('Saudi Arabia', 0.788), ('Argentina', 0.781), ('Japan', 0.781), ('South Africa', 0.779), ('Italy', 0.776), ('Netherlands', 0.776), ('United Kingdom', 0.765)]"
plate_Pakistan,"[('India', 0.943), ('Colombia', 0.926), ('Egypt', 0.925), ('Indonesia', 0.92), ('Cameroon', 0.915), ('Philippines', 0.912), ('Nigeria', 0.907), ('Brazil', 0.904), ('United Arab Emirates', 0.897), ('Spain', 0.891), ('Mexico', 0.889), ('Turkey', 0.888), ('China', 0.888), ('Saudi Arabia', 0.886), ('Romania', 0.878), ('Argentina', 0.878), ('South Africa', 0.877), ('South Korea', 0.877), ('Thailand', 0.876), ('Netherlands', 0.871), ('Italy', 0.87), ('Bangladesh', 0.869), ('Tunisia', 0.868), ('Nepal', 0.865), ('Vietnam', 0.86), ('Japan', 0.857), ('United States', 0.855), ('Cambodia', 0.848), ('United Kingdom', 0.848), ('Serbia', 0.847), ('Malawi', 0.805), ('Myanmar', 0.8)]"
plate_Cambodia,"[('Bangladesh', 0.92), ('Myanmar', 0.912), ('Vietnam', 0.906), ('Tunisia', 0.905), ('Nepal', 0.903), ('Brazil', 0.897), ('Serbia', 0.894), ('China', 0.884), ('India', 0.879), ('Malawi', 0.864), ('Philippines', 0.864), ('United States', 0.859), ('Thailand', 0.857), ('Indonesia', 0.854), ('Colombia', 0.852), ('Cameroon', 0.851), ('Pakistan', 0.848), ('South Korea', 0.846), ('Spain', 0.829), ('Egypt', 0.824), ('Romania', 0.822), ('Mexico', 0.817), ('Turkey', 0.815), ('Nigeria', 0.809), ('Netherlands', 0.809), ('Japan', 0.805), ('Italy', 0.801), ('United Arab Emirates', 0.793), ('Argentina', 0.787), ('Saudi Arabia', 0.785), ('United Kingdom', 0.778), ('South Africa', 0.775)]"
plate_Myanmar,"[('Bangladesh', 0.96), ('Nepal', 0.939), ('Cambodia', 0.912), ('Malawi', 0.91), ('Tunisia', 0.91), ('Vietnam', 0.906), ('India', 0.875), ('Serbia', 0.828), ('Brazil', 0.826), ('China', 0.823), ('Cameroon', 0.816), ('Philippines', 0.803), ('Pakistan', 0.8), ('Indonesia', 0.796), ('Colombia', 0.791), ('Thailand', 0.784), ('United States', 0.779), ('South Korea', 0.771), ('Nigeria', 0.771), ('Egypt', 0.753), ('Spain', 0.748), ('Mexico', 0.742), ('Romania', 0.741), ('Turkey', 0.737), ('Japan', 0.732), ('United Arab Emirates', 0.724), ('Netherlands', 0.723), ('Italy', 0.719), ('Argentina', 0.715), ('Saudi Arabia', 0.714), ('South Africa', 0.711), ('United Kingdom', 0.706)]"
plate_Malawi,"[('Bangladesh', 0.925), ('Nepal', 0.918), ('Myanmar', 0.91), ('Tunisia', 0.902), ('India', 0.869), ('Cambodia', 0.864), ('Vietnam', 0.846), ('Cameroon', 0.825), ('Brazil', 0.809), ('Serbia', 0.807), ('Pakistan', 0.805), ('China', 0.801), ('Nigeria', 0.791), ('Indonesia', 0.781), ('Colombia', 0.777), ('Philippines', 0.775), ('United States', 0.764), ('Egypt', 0.763), ('South Korea', 0.76), ('Mexico', 0.745), ('Romania', 0.744), ('Thailand', 0.744), ('Turkey', 0.741), ('Spain', 0.741), ('Saudi Arabia', 0.726), ('United Arab Emirates', 0.723), ('Argentina', 0.722), ('Japan', 0.721), ('South Africa', 0.716), ('Italy', 0.716), ('Netherlands', 0.711), ('United Kingdom', 0.701)]"
plate_Bangladesh,"[('Nepal', 0.963), ('Myanmar', 0.96), ('Tunisia', 0.934), ('India', 0.926), ('Malawi', 0.925), ('Cambodia', 0.92), ('Vietnam', 0.897), ('Pakistan', 0.869), ('Brazil', 0.865), ('Cameroon', 0.86), ('Serbia', 0.857), ('China', 0.84), ('Philippines', 0.836), ('Colombia', 0.835), ('Indonesia', 0.834), ('United States', 0.822), ('Nigeria', 0.82), ('Egypt', 0.81), ('Thailand', 0.808), ('South Korea', 0.806), ('Spain', 0.794), ('Mexico', 0.79), ('Romania', 0.789), ('Turkey', 0.786), ('United Arab Emirates', 0.785), ('Netherlands', 0.773), ('Saudi Arabia', 0.771), ('Argentina', 0.768), ('Japan', 0.766), ('Italy', 0.764), ('South Africa', 0.762), ('United Kingdom', 0.75)]"
plate_Netherlands,"[('Spain', 0.947), ('Colombia', 0.945), ('Romania', 0.941), ('United Kingdom', 0.935), ('Mexico', 0.934), ('Italy', 0.933), ('Turkey', 0.928), ('Argentina', 0.928), ('Brazil', 0.918), ('South Africa', 0.915), ('Japan', 0.911), ('South Korea', 0.91), ('Philippines', 0.904), ('United States', 0.902), ('Thailand', 0.894), ('Egypt', 0.89), ('Saudi Arabia', 0.886), ('United Arab Emirates', 0.886), ('Indonesia', 0.883), ('Serbia', 0.883), ('China', 0.881), ('Pakistan', 0.871), ('Nigeria', 0.857), ('India', 0.856), ('Vietnam', 0.812), ('Cambodia', 0.809), ('Cameroon', 0.799), ('Tunisia', 0.795), ('Nepal', 0.776), ('Bangladesh', 0.773), ('Myanmar', 0.723), ('Malawi', 0.711)]"
plate_Serbia,"[('Brazil', 0.947), ('United States', 0.939), ('Cambodia', 0.894), ('Tunisia', 0.892), ('India', 0.883), ('Netherlands', 0.883), ('Colombia', 0.877), ('Vietnam', 0.877), ('China', 0.862), ('Spain', 0.861), ('Romania', 0.857), ('Bangladesh', 0.857), ('Nepal', 0.853), ('Pakistan', 0.847), ('Philippines', 0.844), ('Mexico', 0.844), ('South Korea', 0.839), ('Cameroon', 0.832), ('Myanmar', 0.828), ('Turkey', 0.827), ('Italy', 0.825), ('Egypt', 0.82), ('United Kingdom', 0.82), ('Indonesia', 0.818), ('Argentina', 0.816), ('Thailand', 0.816), ('Japan', 0.812), ('Malawi', 0.807), ('South Africa', 0.805), ('United Arab Emirates', 0.799), ('Saudi Arabia', 0.794), ('Nigeria', 0.784)]"
plate_Vietnam,"[('Myanmar', 0.906), ('Cambodia', 0.906), ('China', 0.905), ('India', 0.9), ('Bangladesh', 0.897), ('Brazil', 0.897), ('Tunisia', 0.891), ('Nepal', 0.881), ('Serbia', 0.877), ('Colombia', 0.862), ('Philippines', 0.861), ('Cameroon', 0.86), ('Pakistan', 0.86), ('United States', 0.857), ('Thailand', 0.849), ('Indonesia', 0.847), ('Malawi', 0.846), ('South Korea', 0.838), ('Spain', 0.814), ('Netherlands', 0.812), ('Japan', 0.812), ('Egypt', 0.809), ('Romania', 0.807), ('Mexico', 0.807), ('Nigeria', 0.805), ('Turkey', 0.798), ('Italy', 0.79), ('Argentina', 0.781), ('United Kingdom', 0.779), ('United Arab Emirates', 0.779), ('South Africa', 0.775), ('Saudi Arabia', 0.77)]"
plate_United States,"[('Brazil', 0.953), ('Serbia', 0.939), ('Netherlands', 0.902), ('Colombia', 0.894), ('Mexico', 0.88), ('India', 0.877), ('Spain', 0.874), ('Romania', 0.873), ('China', 0.862), ('United Kingdom', 0.861), ('Cambodia', 0.859), ('Vietnam', 0.857), ('South Korea', 0.857), ('Philippines', 0.855), ('Pakistan', 0.855), ('Italy', 0.849), ('Tunisia', 0.848), ('Turkey', 0.846), ('Argentina', 0.846), ('Japan', 0.841), ('Egypt', 0.835), ('South Africa', 0.831), ('Thailand', 0.826), ('Indonesia', 0.825), ('Saudi Arabia', 0.825), ('Bangladesh', 0.822), ('Nepal', 0.82), ('Cameroon', 0.817), ('United Arab Emirates', 0.816), ('Nigeria', 0.794), ('Myanmar', 0.779), ('Malawi', 0.764)]"
plate_Tunisia,"[('Bangladesh', 0.934), ('Nepal', 0.931), ('India', 0.92), ('Myanmar', 0.91), ('Cambodia', 0.905), ('Malawi', 0.902), ('Brazil', 0.896), ('Serbia', 0.892), ('Vietnam', 0.891), ('Cameroon', 0.869), ('Pakistan', 0.868), ('China', 0.857), ('Colombia', 0.85), ('United States', 0.848), ('Indonesia', 0.837), ('Philippines', 0.836), ('Nigeria', 0.831), ('Egypt', 0.829), ('Spain', 0.822), ('South Korea', 0.819), ('Thailand', 0.813), ('Mexico', 0.813), ('Turkey', 0.809), ('Romania', 0.805), ('United Arab Emirates', 0.798), ('Saudi Arabia', 0.796), ('Netherlands', 0.795), ('Argentina', 0.791), ('Italy', 0.783), ('South Africa', 0.782), ('Japan', 0.774), ('United Kingdom', 0.771)]"
plate_Cameroon,"[('Pakistan', 0.915), ('India', 0.902), ('Brazil', 0.884), ('Tunisia', 0.869), ('Colombia', 0.868), ('Indonesia', 0.867), ('Nigeria', 0.861), ('Vietnam', 0.86), ('Bangladesh', 0.86), ('Philippines', 0.859), ('Egypt', 0.856), ('Cambodia', 0.851), ('Nepal', 0.843), ('Serbia', 0.832), ('China', 0.826), ('Malawi', 0.825), ('United States', 0.817), ('Myanmar', 0.816), ('Spain', 0.814), ('South Africa', 0.81), ('Mexico', 0.809), ('Thailand', 0.807), ('Turkey', 0.805), ('Saudi Arabia', 0.805), ('Romania', 0.804), ('United Arab Emirates', 0.804), ('South Korea', 0.8), ('Netherlands', 0.799), ('Argentina', 0.795), ('Italy', 0.793), ('Japan', 0.77), ('United Kingdom', 0.766)]"
drinking water_India,"[('Pakistan', 0.95), ('Colombia', 0.933), ('South Africa', 0.926), ('Brazil', 0.926), ('Nepal', 0.905), ('Indonesia', 0.903), ('Iran', 0.892), ('Jordan', 0.891), ('Philippines', 0.888), ('China', 0.886), ('Vietnam', 0.884), ('Cameroon', 0.883), ('Serbia', 0.881), ('Netherlands', 0.867), ('Myanmar', 0.866), ('United States', 0.849), ('Spain', 0.846), ('Bangladesh', 0.831), ('Malawi', 0.8)]"
drinking water_Philippines,"[('Indonesia', 0.967), ('Myanmar', 0.949), ('Vietnam', 0.934), ('Nepal', 0.924), ('South Africa', 0.897), ('India', 0.888), ('Bangladesh', 0.881), ('Jordan', 0.871), ('Brazil', 0.868), ('Colombia', 0.855), ('Malawi', 0.854), ('China', 0.844), ('Pakistan', 0.844), ('Cameroon', 0.841), ('Serbia', 0.822), ('Iran', 0.795), ('Spain', 0.794), ('Netherlands', 0.77), ('United States', 0.757)]"
drinking water_Indonesia,"[('Philippines', 0.967), ('Nepal', 0.944), ('Myanmar', 0.941), ('Vietnam', 0.923), ('Bangladesh', 0.911), ('India', 0.903), ('South Africa', 0.897), ('China', 0.881), ('Jordan', 0.872), ('Pakistan', 0.869), ('Brazil', 0.869), ('Malawi', 0.859), ('Colombia', 0.859), ('Cameroon', 0.853), ('Serbia', 0.841), ('United States', 0.802), ('Iran', 0.797), ('Spain', 0.794), ('Netherlands', 0.771)]"
drinking water_Malawi,"[('Nepal', 0.876), ('South Africa', 0.864), ('Indonesia', 0.859), ('Myanmar', 0.858), ('Philippines', 0.854), ('Cameroon', 0.849), ('Bangladesh', 0.849), ('Vietnam', 0.833), ('India', 0.8), ('Jordan', 0.781), ('Pakistan', 0.767), ('China', 0.764), ('Colombia', 0.756), ('Brazil', 0.756), ('Serbia', 0.743), ('Iran', 0.705), ('Spain', 0.704), ('Netherlands', 0.685), ('United States', 0.684)]"
drinking water_Brazil,"[('Colombia', 0.958), ('South Africa', 0.939), ('Spain', 0.929), ('India', 0.926), ('Serbia', 0.924), ('Iran', 0.923), ('Jordan', 0.92), ('Netherlands', 0.919), ('Pakistan', 0.895), ('United States', 0.887), ('Indonesia', 0.869), ('China', 0.869), ('Philippines', 0.868), ('Nepal', 0.853), ('Vietnam', 0.852), ('Cameroon', 0.849), ('Myanmar', 0.812), ('Bangladesh', 0.778), ('Malawi', 0.756)]"
drinking water_Colombia,"[('Brazil', 0.958), ('Netherlands', 0.946), ('South Africa', 0.94), ('India', 0.933), ('Iran', 0.917), ('Spain', 0.911), ('Pakistan', 0.903), ('Serbia', 0.902), ('United States', 0.898), ('Jordan', 0.889), ('China', 0.865), ('Indonesia', 0.859), ('Cameroon', 0.858), ('Philippines', 0.855), ('Vietnam', 0.849), ('Nepal', 0.843), ('Myanmar', 0.802), ('Bangladesh', 0.782), ('Malawi', 0.756)]"
drinking water_Myanmar,"[('Philippines', 0.949), ('Indonesia', 0.941), ('Vietnam', 0.931), ('Nepal', 0.924), ('Bangladesh', 0.881), ('South Africa', 0.866), ('India', 0.866), ('Malawi', 0.858), ('Jordan', 0.848), ('Brazil', 0.812), ('Colombia', 0.802), ('Pakistan', 0.795), ('Serbia', 0.791), ('Cameroon', 0.785), ('China', 0.782), ('Iran', 0.765), ('Spain', 0.748), ('Netherlands', 0.712), ('United States', 0.697)]"
drinking water_Serbia,"[('Brazil', 0.924), ('Colombia', 0.902), ('Iran', 0.901), ('South Africa', 0.898), ('United States', 0.887), ('Jordan', 0.887), ('India', 0.881), ('Netherlands', 0.873), ('Spain', 0.87), ('Pakistan', 0.842), ('Indonesia', 0.841), ('Nepal', 0.839), ('Vietnam', 0.825), ('Philippines', 0.822), ('China', 0.809), ('Cameroon', 0.794), ('Myanmar', 0.791), ('Bangladesh', 0.755), ('Malawi', 0.743)]"
